2008-10-06T00:00:00.000,15.0,6.0,14.0,27.0,39.0,4.0,6.0,babccaa
2008-10-13T00:00:00.000,12.0,23.0,30.0,8.0,27.0,11.0,8.0,accacaa
2008-10-20T00:00:00.000,23.0,37.0,17.0,20.0,16.0,1.0,20.0,bcbbbab
2008-10-27T00:00:00.000,26.0,59.0,13.0,14.0,16.0,0.0,10.0,bcbbbaa
2008-11-03T00:00:00.000,24.0,27.0,40.0,28.0,19.0,9.0,25.0,bbcbaab
2008-11-10T00:00:00.000,26.0,11.0,30.0,32.0,24.0,1.0,3.0,cacccaa
2008-11-17T00:00:00.000,24.0,19.0,14.0,11.0,12.0,0.0,11.0,ccbbbab
2008-11-24T00:00:00.000,17.0,27.0,23.0,25.0,17.0,6.0,4.0,bcccbaa
2008-12-01T00:00:00.000,5.0,9.0,13.0,15.0,6.0,16.0,10.0,abccacb
2008-12-08T00:00:00.000,29.0,14.0,14.0,12.0,26.0,9.0,6.0,cbbacaa
2008-12-15T00:00:00.000,20.0,38.0,27.0,25.0,27.0,11.0,31.0,acbbbac
2008-12-22T00:00:00.000,7.0,23.0,32.0,0.0,13.0,11.0,10.0,accabbb
2008-12-29T00:00:00.000,19.0,11.0,18.0,3.0,21.0,26.0,19.0,babaccb
2009-01-05T00:00:00.000,22.0,15.0,46.0,31.0,31.0,8.0,38.0,bacbbac
2009-01-12T00:00:00.000,65.0,68.0,40.0,33.0,48.0,7.0,28.0,ccbbbaa
2009-01-19T00:00:00.000,61.0,14.0,37.0,7.0,15.0,8.0,12.0,cbcabaa
2009-01-26T00:00:00.000,5.0,21.0,14.0,28.0,14.0,21.0,22.0,abacabc
2009-02-02T00:00:00.000,46.0,33.0,8.0,66.0,49.0,16.0,31.0,cbaccab
2009-02-09T00:00:00.000,64.0,52.0,28.0,44.0,26.0,24.0,22.0,ccabaaa
2009-02-16T00:00:00.000,52.0,36.0,29.0,27.0,29.0,19.0,26.0,ccbbbaa
2009-02-23T00:00:00.000,45.0,15.0,51.0,36.0,50.0,4.0,17.0,cacbcaa
2009-03-02T00:00:00.000,17.0,37.0,20.0,0.0,7.0,2.0,2.0,bccabaa
2009-03-09T00:00:00.000,13.0,40.0,46.0,53.0,39.0,4.0,16.0,accccaa
2009-03-16T00:00:00.000,46.0,34.0,30.0,20.0,34.0,22.0,21.0,ccbacaa
2009-03-23T00:00:00.000,42.0,29.0,46.0,40.0,37.0,42.0,31.0,cacbbca
2009-03-30T00:00:00.000,9.0,27.0,79.0,28.0,40.0,13.0,22.0,abcbbab
2009-04-06T00:00:00.000,26.0,22.0,65.0,28.0,25.0,0.0,0.0,bbcbbaa
2009-04-13T00:00:00.000,10.0,27.0,68.0,47.0,38.0,0.0,8.0,abccbaa
2009-04-20T00:00:00.000,30.0,26.0,14.0,24.0,33.0,9.0,8.0,ccabcaa
2009-04-27T00:00:00.000,65.0,33.0,40.0,31.0,25.0,23.0,10.0,cbcbaaa
