2009-11-02T00:00:00.000,36.0,56.0,79.0,44.0,33.0,20.0,41.0,accbaab
2009-11-09T00:00:00.000,36.0,42.0,52.0,84.0,43.0,17.0,31.0,bbbcbaa
2009-11-16T00:00:00.000,30.0,37.0,47.0,60.0,54.0,24.0,10.0,bbcccaa
2009-11-23T00:00:00.000,6.0,32.0,28.0,24.0,28.0,24.0,15.0,accbcba
2009-11-30T00:00:00.000,43.0,31.0,29.0,34.0,22.0,8.0,7.0,ccbcbaa
2009-12-07T00:00:00.000,35.0,50.0,48.0,29.0,50.0,31.0,11.0,bccacba
2009-12-14T00:00:00.000,48.0,57.0,48.0,34.0,36.0,19.0,35.0,cccabab
2009-12-21T00:00:00.000,47.0,21.0,31.0,43.0,43.0,10.0,6.0,cabccaa
2009-12-28T00:00:00.000,19.0,39.0,45.0,29.0,14.0,20.0,26.0,accbaab
2010-01-04T00:00:00.000,47.0,44.0,32.0,55.0,35.0,36.0,0.0,ccbcbba
2010-01-11T00:00:00.000,30.0,22.0,39.0,50.0,43.0,17.0,27.0,bacccaa
2010-01-18T00:00:00.000,51.0,37.0,30.0,53.0,41.0,14.0,47.0,cbacbac
2010-01-25T00:00:00.000,32.0,36.0,37.0,53.0,38.0,30.0,40.0,abbcbab
2010-02-01T00:00:00.000,56.0,50.0,32.0,35.0,21.0,15.0,15.0,ccbbaaa
2010-02-08T00:00:00.000,33.0,35.0,58.0,34.0,45.0,21.0,11.0,bbcbcaa
2010-02-15T00:00:00.000,41.0,55.0,74.0,52.0,43.0,37.0,26.0,bccbbaa
2010-02-22T00:00:00.000,33.0,31.0,19.0,21.0,15.0,12.0,25.0,ccbbaab
2010-03-01T00:00:00.000,47.0,52.0,47.0,25.0,26.0,11.0,38.0,cccaaab
2010-03-08T00:00:00.000,42.0,34.0,35.0,72.0,12.0,13.0,22.0,cbbcaaa
2010-03-15T00:00:00.000,54.0,46.0,50.0,39.0,40.0,18.0,43.0,cbcbbab
2010-03-22T00:00:00.000,44.0,44.0,31.0,41.0,22.0,8.0,12.0,ccbcaaa
2010-03-29T00:00:00.000,29.0,51.0,42.0,34.0,18.0,14.0,25.0,bccbaab
2010-04-05T00:00:00.000,19.0,47.0,37.0,51.0,51.0,6.0,40.0,acbccab
2010-04-12T00:00:00.000,37.0,56.0,44.0,53.0,31.0,19.0,35.0,bcbcaab
2010-04-19T00:00:00.000,38.0,47.0,37.0,41.0,66.0,9.0,27.0,bcbbcaa
2010-04-26T00:00:00.000,40.0,67.0,55.0,51.0,27.0,34.0,63.0,accbaac
2010-05-03T00:00:00.000,37.0,57.0,55.0,40.0,44.0,37.0,14.0,bccbbba
2010-05-10T00:00:00.000,42.0,49.0,57.0,39.0,26.0,32.0,25.0,bccbaaa
2010-05-17T00:00:00.000,41.0,46.0,57.0,60.0,38.0,17.0,12.0,bbccbaa
2010-05-24T00:00:00.000,27.0,28.0,46.0,39.0,37.0,29.0,12.0,bbcccba
2010-05-31T00:00:00.000,46.0,45.0,60.0,46.0,49.0,24.0,25.0,bbcbcaa
2010-06-07T00:00:00.000,40.0,36.0,43.0,39.0,40.0,30.0,7.0,cbcccba
2010-06-14T00:00:00.000,41.0,57.0,46.0,36.0,27.0,9.0,17.0,cccbbaa
2010-06-21T00:00:00.000,34.0,35.0,41.0,38.0,34.0,15.0,9.0,bcccbaa
2010-06-28T00:00:00.000,32.0,45.0,31.0,56.0,9.0,9.0,10.0,bcbcaaa
2010-07-05T00:00:00.000,36.0,37.0,48.0,29.0,57.0,25.0,17.0,bbcacaa
2010-07-12T00:00:00.000,40.0,39.0,43.0,37.0,30.0,10.0,7.0,ccccbaa
2010-07-19T00:00:00.000,29.0,42.0,46.0,49.0,26.0,8.0,19.0,bcccbaa
2010-07-26T00:00:00.000,31.0,29.0,38.0,39.0,27.0,15.0,4.0,bbccbaa
2010-08-02T00:00:00.000,44.0,56.0,37.0,50.0,43.0,31.0,29.0,bcacbaa
2010-08-09T00:00:00.000,39.0,44.0,47.0,40.0,48.0,31.0,15.0,bccbcaa
2010-08-16T00:00:00.000,33.0,55.0,34.0,53.0,15.0,22.0,36.0,bcbcaab
2010-08-23T00:00:00.000,27.0,43.0,30.0,58.0,35.0,16.0,21.0,bcbcbaa
2010-08-30T00:00:00.000,39.0,50.0,23.0,33.0,43.0,47.0,14.0,bcabcca
2010-09-06T00:00:00.000,35.0,34.0,23.0,40.0,40.0,15.0,25.0,cbaccaa
2010-09-13T00:00:00.000,39.0,43.0,43.0,45.0,68.0,30.0,35.0,bbbbcaa
2010-09-20T00:00:00.000,56.0,38.0,39.0,58.0,54.0,31.0,26.0,cbbccaa
2010-09-27T00:00:00.000,48.0,30.0,34.0,42.0,42.0,22.0,32.0,cabccab
2010-10-04T00:00:00.000,0.0,9.0,29.0,31.0,20.0,25.0,22.0,aaccbcb
2010-10-11T00:00:00.000,29.0,51.0,18.0,26.0,41.0,25.0,8.0,bcabcba
2010-10-18T00:00:00.000,20.0,42.0,17.0,11.0,13.0,19.0,16.0,bcbaabb
2010-10-25T00:00:00.000,27.0,18.0,15.0,19.0,14.0,13.0,7.0,cbbcbaa
2010-11-01T00:00:00.000,11.0,27.0,28.0,22.0,22.0,18.0,25.0,accbbac
2010-11-08T00:00:00.000,31.0,22.0,40.0,32.0,30.0,6.0,11.0,cbcccaa
2010-11-15T00:00:00.000,28.0,39.0,49.0,22.0,31.0,15.0,30.0,bccabab
2010-11-22T00:00:00.000,29.0,33.0,46.0,43.0,24.0,36.0,33.0,abccabb
2010-11-29T00:00:00.000,46.0,59.0,54.0,54.0,31.0,13.0,15.0,bcccbaa
2010-12-06T00:00:00.000,35.0,39.0,53.0,30.0,48.0,45.0,13.0,bbcacca
2010-12-13T00:00:00.000,42.0,16.0,28.0,24.0,30.0,7.0,14.0,cabbcaa
2010-12-20T00:00:00.000,13.0,36.0,31.0,34.0,39.0,6.0,19.0,accccaa
